ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LEGALDONG_CD,ADSTRD_CD,RDNMADR_CD,RDNMADR_NM,BULD_NO,LC_LO,LC_LA,GID_CD,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
"KCDMEPO23N000004502","장소","문화시설","16589038","녹색농촌체험관",,,"100103","기타전시/박물관","4315025036106200000","충청북도","제천시","봉양읍","삼거리","620","4315025036","4315025000","431503239032","세거리로","479","128.1479399","37.0958782","라바575998","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004503","장소","문화시설","16589039","하곡녹색농촌체험관",,,"100103","기타전시/박물관","4313040024104010008","충청북도","충주시","동량면","하천리","401-8","4313040024","4313040000","431303238093","호반로","761","128.0453608","37.03130192","라바485926","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004504","장소","문화시설","16589042","송한1리녹색농촌체험관",,,"100103","기타전시/박물관","4315038027103160002","충청북도","제천시","송학면","송한리","316-2","4315038027","4315038000","431504517479","송학주천로18길","3","128.2405902","37.212537","라사657128","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004505","장소","문화시설","16589045","입사장전수교육관",,,"100103","기타전시/박물관","4155031022102520000","경기도","안성시","보개면","기좌리","252","4155031022","4155031000","415504424136","너리굴길","3","127.2879915","37.03631009","다바811931","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004506","장소","문화시설","16589046","상여회다지소리전수교육관",,,"100103","기타전시/박물관","4163025022105160005","경기도","양주시","백석읍","오산리","516-5","4163025022","4163025000","416303212036","중앙로","226-24","126.9883515","37.79687398","다사549775","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004507","장소","문화시설","16589047","금산리민요전수교육관",,,"100103","기타전시/박물관","4148032031103450033","경기도","파주시","탄현면","금산리","345-33","4148032031","4148032000","414804418419","새오리로286번길","160","126.6984845","37.80465697","다사294786","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004508","장소","문화시설","16589049","둔전평농사놀이전수교육관",,,"100103","기타전시/박물관","5176035021101350006","강원특별자치도","평창군","용평면","용전리","135-6","5176035021","5176035000","517603000145","경강로","2027","128.4406912","37.60658977","라사830567","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004509","장소","문화시설","16589052","은산별신제전수교육관",,,"100103","기타전시/박물관","4476032024101110001","충청남도","부여군","은산면","은산리","111-1","4476032024","4476032000","447604577664","충의로673번길","5-35","126.852436","36.30929972","다바418126","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004510","장소","문화시설","16589059","상여소리전수교육관",,,"100103","기타전시/박물관","4476025026104490004","충청남도","부여군","부여읍","용정리","449-4","4476025026","4476025000","447603251044","백제문화로","121","126.9370863","36.29200283","다바494106","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004511","장소","문화시설","16589062","김제우도농악전수교육관",,,"100103","기타전시/박물관","4521036024102420001","전라북도","김제시","부량면","신용리","242-1","4521036024","4521036000","452103270056","벽골제로","442","126.8535303","35.75540389","다마415511","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004512","장소","문화시설","16589063","윤도장전수교육관",,,"100103","기타전시/박물관","4579041033103080000","전라북도","고창군","성내면","산림리","308","4579041033","4579041000","457904637730","은낙길","70","126.7592091","35.525444","다마328257","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004513","장소","문화시설","16589078","지산민속놀이전수교육관",,,"100103","기타전시/박물관","4690035021106540002","전라남도","진도군","지산면","인지리","654-2","4690035021","4690035000","469004703236","인지독치2길","41-5","126.1626185","34.42420552","나라771041","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004514","장소","문화시설","16589079","화순한천농악전수교육관",,,"100103","기타전시/박물관","4679040021106170003","전라남도","화순군","동복면","독상리","617-3","4679040021","4679040000","467903291007","김삿갓로","720","127.1299671","35.05957801","다라662738","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004515","장소","문화시설","16589080","고흥월포농악전수교육관",,,"100103","기타전시/박물관","4677033026106510000","전라남도","고흥군","금산면","신평리","651","4677033026","4677033000",,,,"127.1974278","34.47111618","다라722086","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004516","장소","문화시설","16589081","곡성죽동농악전수교육관",,,"100103","기타전시/박물관","4672025024102250001","전라남도","곡성군","곡성읍","죽동리","225-1","4672025024","4672025000","467204661300","죽동길","46-1","127.2839141","35.27950451","다라803982","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004517","장소","문화시설","16589082","정관채전수교육관",,,"100103","기타전시/박물관","4617036026102410001","전라남도","나주시","다시면","가흥리","241-1","4617036026","4617036000","461703284030","무숙로","571","126.6340616","34.99740011","다라209672","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004518","장소","문화시설","16589083","청도차산농악전수교육관",,,"100103","기타전시/박물관","4782032043104540001","경상북도","청도군","풍각면","차산리","454-1","4782032043","4782032000","478204757416","월봉길","194","128.6016245","35.62051541","라마997366","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004519","장소","문화시설","16589084","저전동농요전수교육관",,,"100103","기타전시/박물관","4717033021109480000","경상북도","안동시","서후면","광평리","948","4717033021","4717033000","471703307053","풍산태사로","3328","128.6869708","36.64080974","마바061498","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004520","장소","문화시설","16589085","용호놀이전수교육관",,,"100103","기타전시/박물관","4827038021109150000","경상남도","밀양시","무안면","무안리","915","4827038021","4827038000","482703336071","사명로","537","128.6519037","35.4726371","마마045202","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004521","장소","문화시설","16589087","제주시무형문화재전수회관",,,"100103","기타전시/박물관","5011010700103870004","제주특별자치도","제주시","건입동",,"387-4","5011010700","5011059000","501104847794","사라봉길","75","126.54723","33.51663829","다다115031","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004522","장소","문화시설","16589088","불교의식전수교육관",,,"100103","기타전시/박물관","5011025328113630024","제주특별자치도","제주시","애월읍","소길리","1363-24","5011025328","5011025300","501103349240","평화로","2018","126.383483","33.4024045","나나961906","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004523","장소","문화시설","16589146","신동엽문학관",,,"100103","기타전시/박물관","4476025028105010021","충청남도","부여군","부여읍","동남리","501-21","4476025028","4476025000","447604577432","신동엽길","12","126.9093282","36.27767306","다바469090","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004524","장소","문화시설","16589413","롯데시네마","안성점",,"100209","롯데시네마","4155025021103060000","경기도","안성시","공도읍","양기리","306","4155025021","4155025000","415502012006","서동대로","4478","127.1995237","37.0077942","다바732899","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004525","장소","문화시설","16589603","청량대운도전시관",,,"100103","기타전시/박물관","4775037049100460003","경상북도","청송군","진보면","신촌리","46-3","4775037049","4775037000","477503018013","경동로","5162","129.1190103","36.50553451","마바449354","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004526","장소","문화시설","16637313","사진예술창작체험공원",,,"100103","기타전시/박물관","5175025022102170015","강원특별자치도","영월군","영월읍","하송리","217-15","5175025022","5175025000","517503227017","영월로","1909-9","128.4607182","37.18231991","라사852097","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004527","장소","문화시설","16637324","미감쾌청문화공간",,,"100103","기타전시/박물관","4579035024104340020","전라북도","고창군","상하면","자룡리","434-20","4579035024","4579035000","457903279056","진암구시포로","495","126.440169","35.44290871","다마038168","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004528","장소","문화시설","16638126","돼지문화원",,,"100103","기타전시/박물관","5113033026103380019","강원특별자치도","원주시","지정면","월송리","338-19","5113033026","5113033000","511303219034","송정로","130","127.8687037","37.39146552","라사326325","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004529","장소","문화시설","16638131","딸기키즈뮤지엄",,,"100103","기타전시/박물관","2818510600100230004","인천광역시","연수구","송도동",,"23-4","2818510600","2818583000","281853152013","센트럴로","194","126.642366","37.39371506","다사240330","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004530","장소","문화시설","16638508","전라북도119안전체험관",,,"100103","기타전시/박물관","4575025022104740001","전라북도","임실군","임실읍","이도리","474-1","4575025022","4575025000","457503277037","호국로","1630","127.2829175","35.60276941","다마803340","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004531","장소","문화시설","16643904","기후변화홍보체험관",,,"100103","기타전시/박물관","4825011400119240000","경상남도","김해시","화목동",,"1924","4825011400","4825056500","482503352848","화목로","334","128.8779322","35.17676639","마라254877","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004532","장소","문화시설","16644128","대장경천년관",,,"100103","기타전시/박물관","4889033032109430000","경상남도","합천군","가야면","야천리","943","4889033032","4889033000","488903348001","가야산로","1160","128.1364905","35.76742016","라마575525","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004533","장소","문화시설","16644156","서울시립북서울미술관",,,"100105","미술관","1135010600105080000","서울특별시","노원구","중계동",,"508","1135010600","1135062500","113504130199","동일로","1238","127.0667196","37.64093212","다사617602","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004534","장소","문화시설","16644279","유현문화유물전시관",,,"100103","기타전시/박물관","5173037025111220002","강원특별자치도","횡성군","서원면","유현리","1122-2","5173037025","5173037000","517304478076","경강로유현1길","50","127.8199162","37.53065374","라사282479","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004535","장소","문화시설","16644297","별내체험마을농촌체험관",,,"100103","기타전시/박물관","4183040023106540001","경기도","양평군","용문면","삼성리","654-1","4183040023","4183040000","418304452137","월성1길","61","127.5630793","37.46991113","라사055411","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004536","장소","문화시설","16644308","태안꽃축제박람회장",,,"100103","기타전시/박물관","4482532028101680003","충청남도","태안군","남면","신온리","168-3","4482532028","4482532000","448254592095","마검포길","200","126.3008726","36.61648489","나바927471","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004537","장소","문화시설","16644309","안면도쥬라기공원안면도쥬라기박물관",,,"100101","대형전시/박물관","4482532028106410003","충청남도","태안군","남면","신온리","641-3","4482532028","4482532000","448253264001","곰섬로","37-20","126.3107145","36.60930356","나바936463","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004538","장소","문화시설","16644310","쌀문화체험장",,,"100103","기타전시/박물관","4477025328101560002","충청남도","서천군","서천읍","삼산리","156-2","4477025328","4477025300","447704580302","삼산남길","66","126.7216513","36.06353969","다마299854","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004539","장소","문화시설","16644813","어린이박물관",,,"100103","기타전시/박물관","4713011200100760000","경상북도","경주시","인왕동",,"76","4713011200","4713060500","471303305050","일정로","186","129.2279027","35.82889862","마마560605","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004540","장소","문화시설","16644927","작은공연장단",,,"100203","공연/연극/문화센터","5115010300100120002","강원특별자치도","강릉시","명주동",,"12-2","5115010300","5115052000","511504460106","경강로2046번길","5","128.8928339","37.75119481","마사227733","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004541","장소","문화시설","16645812","자하갤",,,"100106","소형갤러리","1111010100100530090","서울특별시","종로구","청운동",,"53-90","1111010100","1111051500",,,,"126.9672905","37.58786937","다사529544","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004542","장소","문화시설","16646373","닥종이갤러리",,,"100106","소형갤러리","5175033023107550002","강원특별자치도","영월군","북면","연덕리","755-2","5175033023","5175033000","517503013036","원동재로","986","128.4193112","37.2853961","라사814211","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004543","장소","문화시설","16646496","영월근현대생활사박물관",,,"100103","기타전시/박물관","5175033022103400001","강원특별자치도","영월군","북면","문곡리","340-1","5175033022","5175033000","517503013034","밤재로","7","128.4324066","37.25270193","라사826174","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004544","장소","문화시설","16646516","녹색성장체험관",,,"100103","기타전시/박물관","1111011900101000000","서울특별시","종로구","세종로",,"100","1111011900","1111061500","111102005001","세종대로","178","126.9778721","37.57222316","다사538526","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004545","장소","문화시설","16646526","당진전력문화홍보관",,,"100103","기타전시/박물관","4427032025109830001","충청남도","당진시","석문면","교로리","983-1","4427032025","4427032000","442703265019","대호만로","2424","126.4967151","37.05430211","다바107955","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004546","장소","문화시설","16647063","녹색산림문화관",,,"100103","기타전시/박물관","5177035024102660004","강원특별자치도","정선군","임계면","임계리","266-4","5177035024","5177035000","517704487374","화천동길","63-4","128.8860566","37.52458126","마사224481","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004547","장소","문화시설","16647232","아이리얼파크",,,"100103","기타전시/박물관","2635010500114680000","부산광역시","해운대구","우동",,"1468","2635010500","2635052000","263503133019","센텀서로","30","129.1284907","35.17192822","마라482875","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004548","장소","문화시설","16647273","롯데시네마","마석점",,"100209","롯데시네마","4136025621102550024","경기도","남양주시","화도읍","마석우리","255-24","4136025621","4136025600","413603000120","경춘로","1992","127.3094779","37.65040012","다사831612","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004549","장소","문화시설","16648075","미디액트",,,"100203","공연/연극/문화센터","1144011400100050005","서울특별시","마포구","창전동",,"5-5","1144011400","1144065500","114404139302","서강로9길","52","126.9310574","37.55453874","다사497507","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004550","장소","문화시설","16648156","브이매직",,,"100203","공연/연극/문화센터","1121510900100010010","서울특별시","광진구","군자동",,"1-10","1121510900","1121573000","112153104007","능동로","275-1","127.0778309","37.55471238","다사627506","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004551","장소","문화시설","16648925","통영상륙작전기념관",,,"100103","기타전시/박물관","4822011100109400000","경상남도","통영시","무전동",,"940","4822011100","4822070000","482204799522","현충길","83","128.4201753","34.86775259","라라841529","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004552","장소","문화시설","16649213","가시리문화센터",,,"100203","공연/연극/문화센터","5013032024118760002","제주특별자치도","서귀포시","표선면","가시리","1876-2","5013032024","5013032000","501304850020","가시로565번길","20","126.7708978","33.35364389","다나321849","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004553","장소","문화시설","16649262","군산근대미술관",,,"100105","미술관","4513012000100320000","전라북도","군산시","장미동",,"32","4513012000","4513053000","451303268109","해망로","230","126.7127751","35.98996721","다마290773","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004554","장소","문화시설","16649351","술샘박물관",,,"100103","기타전시/박물관","5175036021113760036","강원특별자치도","영월군","주천면","주천리","1376-36","5175036021","5175036000","517503000163","송학주천로","1467-9","128.2690988","37.27399574","라사681197","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004555","장소","문화시설","16649354","헴프전시체험실",,,"100103","기타전시/박물관","5176032023102490001","강원특별자치도","평창군","방림면","계촌리","249-1","5176032023","5176032000","517603013025","고원로","1249","128.3455873","37.45432619","라사747397","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004556","장소","문화시설","16650070","서울호서곤충과학관",,,"100103","기타전시/박물관","4148025321100210000","경기도","파주시","파주읍","봉서리","21","4148025321","4148025300","414804418329","봉서산로65번길","71","126.802116","37.84293371","다사385828","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004557","장소","문화시설","16651786","아트스페이스J",,,"100106","소형갤러리","4113510300101590003","경기도","성남시 분당구","정자동",,"159-3","4113510300","4113555000","411353180021","정자일로","166","127.1063004","37.36488582","다사651296","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004558","장소","문화시설","16652194","부미아트홀",,,"100106","소형갤러리","2635010600115100004","부산광역시","해운대구","중동",,"1510-4","2635010600","2635054000","263504199021","달맞이길65번길","60","129.1747668","35.15956797","마라525862","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004559","장소","문화시설","16652336","롯데시네마","신도림점",,"100209","롯데시네마","1153010100106920000","서울특별시","구로구","신도림동",,"692","1153010100","1153051000","115303000028","경인로","662","126.8890356","37.50879868","다사460456","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004560","장소","문화시설","16653371","가배소극장",,,"100203","공연/연극/문화센터","4812515000101350000","경상남도","창원시 마산합포구","창동",,"135","4812515000","4812563000","481254787739","창동거리길","41","128.5750762","35.20581914","라라978905","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004561","장소","문화시설","16653841","영광산림박물관",,,"100103","기타전시/박물관","4687033026104000007","전라남도","영광군","불갑면","모악리","400-7","4687033026","4687033000","468703298024","불갑사로","386","126.5416516","35.2015786","다라127900","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004562","장소","문화시설","16654410","보령문화의전당",,,"100203","공연/연극/문화센터","4418010100103400002","충청남도","보령시","대천동",,"340-2","4418010100","4418052500","441803252047","대흥로","63","126.5905369","36.35063732","다바183174","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004563","장소","문화시설","16655073","아트센터고마",,,"100204","대형예술센터","4415010700103470000","충청남도","공주시","웅진동",,"347","4415010700","4415054000","441504553059","고마나루길","90","127.1075942","36.46654717","다바648299","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004564","장소","문화시설","16655361","블루마씨네자동차극장",,,"100207","자동차전용극장","3120011800109320000","울산광역시","북구","산하동",,"932","3120011800","3120054000",,,,"129.4313841","35.6405099","마마748399","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004565","장소","문화시설","16655388","생각하는박물관",,,"100103","기타전시/박물관","1111014800100020059","서울특별시","종로구","계동",,"2-59","1111014800","1111060000","111104100013","계동6길","8-3","126.9873996","37.58260478","다사547538","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004566","장소","문화시설","16655589","뭇소리중앙예술원",,,"100203","공연/연극/문화센터","4183031022109150000","경기도","양평군","강상면","송학리","915","4183031022","4183031000","418304451038","강상로160번길","103","127.4509913","37.47482956","다사956417","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004567","장소","문화시설","16655662","JH아트홀",,,"100203","공연/연극/문화센터","1111016800100010050","서울특별시","종로구","동숭동",,"1-50","1111016800","1111064000","111104100043","대학로8가길","64","127.0030393","37.58303734","다사561538","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004568","장소","문화시설","16655742","갤러리루미나리에",,,"100106","소형갤러리","1165010800113230001","서울특별시","서초구","서초동",,"1323-1","1165010800","1165052000","116504163429","서초대로70길","6","127.0224991","37.49570306","다사577441","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004569","장소","문화시설","16656612","CGV","광주용봉점",,"100208","CGV","2917010700100170001","광주광역시","북구","용봉동",,"17-1","2917010700","2917059000","291703162018","문화소통로","170","126.9116836","35.18279978","다라464876","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004570","장소","문화시설","16656707","통영시립박물관",,,"100103","기타전시/박물관","4822010100100280000","경상남도","통영시","도천동",,"28","4822010100","4822051000","482203333033","중앙로","65","128.4166987","34.84079977","라라838499","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004571","장소","문화시설","16656721","롯데시네마","김해아울렛점",,"100209","롯데시네마","4825012700114140000","경상남도","김해시","신문동",,"1414","4825012700","4825061000","482503335054","장유로","469","128.8293851","35.18514558","마라210885","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004572","장소","문화시설","16656725","안양천년문화관",,,"100103","기타전시/박물관","4117110200102140000","경기도","안양시 만안구","석수동",,"214","4117110200","4117159000","411714346270","예술공원로103번길","4","126.9177495","37.41843203","다사484356","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004573","장소","문화시설","16656981","이헌국힐링갤러리",,,"100106","소형갤러리","4161033021101500000","경기도","광주시","도척면","노곡리","150","4161033021","4161033000","416104433049","고녹길","143","127.343313","37.30416358","다사861228","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004574","장소","문화시설","16657030","그린빈버찌라이브하우스",,,"100203","공연/연극/문화센터","3014010500104520065","대전광역시","중구","대흥동",,"452-65","3014010500","3014057500","301403010017","중교로","40","127.4242519","36.32530593","다바932142","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004575","장소","문화시설","16657376","박노수미술관",,,"100105","미술관","1111011100101680002","서울특별시","종로구","옥인동",,"168-2","1111011100","1111051500","111104100205","옥인1길","34","126.9667801","37.58131042","다사529536","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004576","장소","문화시설","16658186","고령친화종합체험관",,,"100103","기타전시/박물관","2915511000101560000","광주광역시","남구","행암동",,"156","2915511000","2915571000","291554283203","덕남길","37","126.8959895","35.09775926","다라449782","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004577","장소","문화시설","16658294","대구가상스포츠체험관",,,"100103","기타전시/박물관","2726012700105040000","대구광역시","수성구","노변동",,"504","2726012000","2726068000","272604857393","유니버시아드로","180","128.6901552","35.83075641","마마074600","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004578","장소","문화시설","16659075","BS부산은행조은극장","2관",,"100203","공연/연극/문화센터","2611013300100590001","부산광역시","중구","광복동1가",,"59-1","2611013300","2611057000","261103125001","광복로","82","129.0337516","35.09828058","마라397792","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004579","장소","문화시설","16659275","국립현대미술관","서울관",,"100105","미술관","1111014200101650000","서울특별시","종로구","소격동",,"165","1111014200","1111054000","111103100007","삼청로","30","126.9807723","37.57949124","다사541534","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004580","장소","문화시설","16660665","서완소극장",,,"100203","공연/연극/문화센터","1111017100100210023","서울특별시","종로구","명륜2가",,"21-23","1111017100","1111065000","111104100416","창경궁로34길","18-12","127.0004559","37.58419269","다사558539","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004581","장소","문화시설","16663664","임권택영화박물관",,,"100103","기타전시/박물관","2635010500114650000","부산광역시","해운대구","우동",,"1465","2635010500","2635052000","263503133020","센텀중앙로","55","129.1276972","35.17302901","마라482876","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004582","장소","문화시설","16663942","WK뉴욕갤러리강남",,,"100105","미술관","1168010800102490006","서울특별시","강남구","논현동",,"249-6","1168010800","1168053100","116803005086","언주로","626","127.0360404","37.51264081","다사589460","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004583","장소","문화시설","16664096","닻미술관",,,"100105","미술관","4161025321104470032","경기도","광주시","초월읍","대쌍령리","447-32","4161025321","4161025300","416104433443","진새골길","184","127.2711257","37.38031341","다사797312","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004584","장소","문화시설","16664108","달서아트센터",,,"100203","공연/연극/문화센터","2729011000107220001","대구광역시","달서구","장기동",,"722-1","2729011000","2729056800","272904241165","문화회관길","160","128.5227628","35.84331953","라마923612","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004585","장소","문화시설","16665465","소극장천공의성",,,"100203","공연/연극/문화센터","1111017000100330072","서울특별시","종로구","명륜1가",,"33-72","1111017000","1111065000","111103100022","혜화로","31","126.9995113","37.58832469","다사558544","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004586","장소","문화시설","16667626","김동수플레이하우스",,,"100203","공연/연극/문화센터","1111016600101780001","서울특별시","종로구","연건동",,"178-1","1111016600","1111064000","111103100002","대학로","60","127.0025852","37.57661532","다사560531","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004587","장소","문화시설","16667776","압구정로데오극장",,,"100203","공연/연극/문화센터","1168010700106570034","서울특별시","강남구","신사동",,"657-34","1168010700","1168054500","116804166473","선릉로155길","16","127.0383383","37.52559942","다사592474","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004588","장소","문화시설","16668132","생명담은빈병이야기홍보관",,,"100103","기타전시/박물관","4415037036100010000","충청남도","공주시","정안면","인풍리","1","4415037036","4415037000","441503249070","차령고개로","273","127.1261308","36.64878974","다바665501","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004589","장소","문화시설","16669342","피가로아트홀",,,"100203","공연/연극/문화센터","3111010600101750003","울산광역시","중구","성남동",,"175-3","3111010600","3111058500","311104307406","중앙길","92","129.3185666","35.5553335","마마648303","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004590","장소","문화시설","16672134","BBC아트센터BBC홀",,,"100203","공연/연극/문화센터","1168010700105680002","서울특별시","강남구","신사동",,"568-2","1168010700","1168051000","116804166154","논현로163길","33","127.0258341","37.52395844","다사581472","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004591","장소","문화시설","16673853","세계차나무식물관",,,"100103","기타전시/박물관","4678025024111910006","전라남도","보성군","보성읍","봉산리","1191-6","4678025024","4678025000","467803290003","녹차로","775-1","127.0825251","34.7203587","다라617362","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000004592","장소","문화시설","16673934","시사교육박물관",,,"100103","기타전시/박물관","4672034028110410002","전라남도","곡성군","목사동면","대곡리","1041-2","4672034028","4672034000","467204661051","대곡당산길","1","127.2625372","35.11000217","다라783794","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
